,DS_CARGO,NM_CANDIDATO,NM_SOCIAL_CANDIDATO,NM_PARTIDO,DS_GENERO,DS_COR_RACA,NR_IDADE_DATA_POSSE,DS_GRAU_INSTRUCAO,NM_UE,VR_DESPESA_MAX_CAMPANHA
36,VEREADOR,CAROLINA TORRES BRAVO,#NULO#,PARTIDO PÁTRIA LIVRE,FEMININO,BRANCA,34,ENSINO MÉDIO COMPLETO,MESQUITA,-1
37,VEREADOR,ADIMÁRIO VASCOUTO,#NULO#,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,MASCULINO,BRANCA,67,ENSINO FUNDAMENTAL INCOMPLETO,TRAJANO DE MORAES,-1
38,VEREADOR,JOCEI FRANÇA MOTA,#NULO#,PARTIDO SOCIAL LIBERAL,MASCULINO,NEGRA,47,ENSINO FUNDAMENTAL INCOMPLETO,RIO DAS OSTRAS,0
39,VEREADOR,ROSEMARIE MACARIO DE OLIVEIRA,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,FEMININO,BRANCA,52,ENSINO MÉDIO COMPLETO,NOVA FRIBURGO,-1
40,VEREADOR,JOSE AUGUSTO DA SILVA BAZILIO,#NULO#,PARTIDO POPULAR SOCIALISTA,MASCULINO,NEGRA,41,ENSINO FUNDAMENTAL INCOMPLETO,MAGÉ,-1
41,VEREADOR,RICARDO DA SILVA CARDOSO,#NULO#,PARTIDO TRABALHISTA CRISTÃO,MASCULINO,BRANCA,45,ENSINO MÉDIO COMPLETO,SÃO GONÇALO,-1
42,VEREADOR,IMBERÊ MOREIRA ALVES,#NULO#,PARTIDO DA REPÚBLICA,MASCULINO,BRANCA,64,SUPERIOR COMPLETO,ITATIAIA,0
43,VEREADOR,WALDEMIRO SALGADO FILHO,#NULO#,PARTIDO HUMANISTA DA SOLIDARIEDADE,MASCULINO,NEGRA,57,ENSINO MÉDIO COMPLETO,CABO FRIO,0
44,VEREADOR,LIDIA GABRIEL FERREIRA LEITE,#NULO#,PARTIDO DA MULHER BRASILEIRA,FEMININO,BRANCA,48,ENSINO FUNDAMENTAL INCOMPLETO,JAPERI,-1
45,VEREADOR,CARLOS ALBERTO DE SANT ANNA,#NULO#,SOLIDARIEDADE,MASCULINO,BRANCA,55,SUPERIOR COMPLETO,VOLTA REDONDA,-1
46,VEREADOR,ELIZABETH FERNANDES TEIXEIRA,#NULO#,PARTIDO POPULAR SOCIALISTA,FEMININO,NEGRA,48,ENSINO MÉDIO INCOMPLETO,CABO FRIO,0
47,VEREADOR,ROGERIO BITTENCOURT DOS SANTOS,#NULO#,PARTIDO DEMOCRÁTICO TRABALHISTA,MASCULINO,NEGRA,45,ENSINO MÉDIO INCOMPLETO,ENGENHEIRO PAULO DE FRONTIN,-1
48,VEREADOR,LUCIANA GONÇALVES DE NOVAES,#NULO#,PARTIDO DOS TRABALHADORES,FEMININO,BRANCA,33,SUPERIOR COMPLETO,RIO DE JANEIRO,-1
49,VEREADOR,ADRIANA DA SILVA NASCIMENTO DE OLIVEIRA,#NULO#,PARTIDO SOCIALISTA BRASILEIRO,FEMININO,NEGRA,37,ENSINO MÉDIO COMPLETO,PINHEIRAL,-1
50,VEREADOR,ADRIANO DUARTE DA SILVA,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,NEGRA,32,ENSINO MÉDIO COMPLETO,CABO FRIO,0
51,VEREADOR,CLEA CRAVEIRO FREITAS,#NULO#,PARTIDO SOCIAL DEMOCRÁTICO,FEMININO,NEGRA,49,SUPERIOR COMPLETO,DUQUE DE CAXIAS,-1
52,VEREADOR,JOSÉ ROBERTO DA SILVA,#NULO#,PARTIDO SOCIAL DEMOCRÁTICO,MASCULINO,BRANCA,61,ENSINO MÉDIO COMPLETO,RIO DAS FLORES,0
53,VEREADOR,DEIZIMAR SIQUEIRA ALVES,#NULO#,PARTIDO PROGRESSISTA,FEMININO,BRANCA,32,SUPERIOR COMPLETO,CARDOSO MOREIRA,0
54,VEREADOR,ALEX RAFAEL DE SOUZA,#NULO#,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,MASCULINO,BRANCA,47,ENSINO FUNDAMENTAL INCOMPLETO,ANGRA DOS REIS,0
55,VEREADOR,JOÃO VITOR DE ANDRADE NEPOMUCENO,#NULO#,PARTIDO SOCIAL CRISTÃO,MASCULINO,NEGRA,35,ENSINO MÉDIO COMPLETO,RIO DE JANEIRO,-1
56,VEREADOR,VALDECY ALVES DA SILVA,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,BRANCA,54,ENSINO MÉDIO COMPLETO,CARAPEBUS,-1
57,VEREADOR,ALESSANDRA PEREIRA ANDRADE,#NULO#,PARTIDO TRABALHISTA BRASILEIRO,FEMININO,BRANCA,38,ENSINO FUNDAMENTAL COMPLETO,TRÊS RIOS,-1
58,VEREADOR,LEONARDO ALVES COSTA ARRABAL,#NULO#,PARTIDO TRABALHISTA BRASILEIRO,MASCULINO,BRANCA,35,ENSINO FUNDAMENTAL COMPLETO,BELFORD ROXO,0
59,VEREADOR,LUIZ CARLOS BRESSOLINE ROCHA,#NULO#,PARTIDO PROGRESSISTA,MASCULINO,NEGRA,45,ENSINO MÉDIO COMPLETO,SÃO JOÃO DE MERITI,-1
60,VEREADOR,ROMULO COUTO MOTTA JUNIOR,#NULO#,PARTIDO TRABALHISTA NACIONAL,MASCULINO,BRANCA,23,ENSINO MÉDIO COMPLETO,TANGUÁ,0
61,VEREADOR,SAULO CESAR DUTRA LIMA FERREIRA,#NULO#,PARTIDO DEMOCRÁTICO TRABALHISTA,MASCULINO,BRANCA,56,SUPERIOR COMPLETO,MIRACEMA,-1
62,VEREADOR,DIEGO COELHO BENTO,#NULO#,PARTIDO POPULAR SOCIALISTA,MASCULINO,NEGRA,30,SUPERIOR INCOMPLETO,ITAGUAÍ,0
64,VEREADOR,MARILZA BANANCI DA SILVA DE LIMA,#NULO#,PARTIDO SOCIAL DEMOCRÁTICO,FEMININO,NEGRA,29,ENSINO FUNDAMENTAL COMPLETO,ITAGUAÍ,-1
65,VEREADOR,ROGERIA DE ANDRADE PEREIRA,#NULO#,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,FEMININO,BRANCA,48,ENSINO FUNDAMENTAL INCOMPLETO,BARRA MANSA,0
66,VEREADOR,CARLO FERREIRA DE CAIADO CASTRO,#NULO#,DEMOCRATAS,MASCULINO,BRANCA,35,SUPERIOR COMPLETO,RIO DE JANEIRO,0
67,VEREADOR,ANTONIO CARLOS RIBEIRO,#NULO#,PARTIDO DEMOCRÁTICO TRABALHISTA,MASCULINO,BRANCA,56,ENSINO FUNDAMENTAL COMPLETO,GUAPIMIRIM,0
68,VEREADOR,DORIVAL THEODORO DE ARAGAO FILHO,#NULO#,PARTIDO TRABALHISTA DO BRASIL,MASCULINO,NEGRA,48,ENSINO MÉDIO COMPLETO,BELFORD ROXO,-1
69,VEREADOR,ALEXANDRE DE MORAIS FARIA,#NULO#,REDE SUSTENTABILIDADE,MASCULINO,NEGRA,38,SUPERIOR COMPLETO,VOLTA REDONDA,0
70,VEREADOR,MARIA DA GLORIA ALMEIDA DOS SANTOS,#NULO#,PARTIDO DEMOCRÁTICO TRABALHISTA,FEMININO,NEGRA,52,SUPERIOR COMPLETO,MACAÉ,-1
71,VEREADOR,VALDEMIRO DA SILVA GOUVEA,#NULO#,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,MASCULINO,NEGRA,44,ENSINO FUNDAMENTAL INCOMPLETO,GUAPIMIRIM,-1
72,VEREADOR,PRISCILA LÚCIA DE JESUS,#NULO#,PARTIDO HUMANISTA DA SOLIDARIEDADE,FEMININO,NEGRA,29,ENSINO MÉDIO INCOMPLETO,PORTO REAL,-1
73,VEREADOR,FLAVIA DA SILVA GONÇALVES,#NULO#,PARTIDO DEMOCRÁTICO TRABALHISTA,FEMININO,BRANCA,38,ENSINO MÉDIO COMPLETO,SEROPÉDICA,0
75,VEREADOR,EUNICE DE MORAES CARVALHO,#NULO#,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,FEMININO,NEGRA,45,ENSINO FUNDAMENTAL INCOMPLETO,MIGUEL PEREIRA,-1
76,VEREADOR,ANTONIO CLAUDIO BORGES DE ARAUJO,#NULO#,SOLIDARIEDADE,MASCULINO,NEGRA,56,ENSINO MÉDIO COMPLETO,ITABORAÍ,-1
78,VEREADOR,EZIO DA SILVA BARCELOS,#NULO#,PARTIDO SOCIAL DEMOCRÁTICO,MASCULINO,BRANCA,44,ENSINO MÉDIO COMPLETO,ITABORAÍ,-1
79,VEREADOR,FATIMA CRISTINA DIAS SANCHES,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,FEMININO,BRANCA,47,SUPERIOR COMPLETO,QUEIMADOS,-1
80,VEREADOR,JOSILEA GOMES DA SILVA,#NULO#,SOLIDARIEDADE,FEMININO,NEGRA,53,ENSINO MÉDIO COMPLETO,CARAPEBUS,0
81,VEREADOR,DANIELLE BATISTA DA SILVA,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,FEMININO,NEGRA,34,SUPERIOR COMPLETO,ITAGUAÍ,0
82,VEREADOR,LEILDA DOS SANTOS SILVA,#NULO#,PARTIDO SOCIAL DEMOCRATA CRISTÃO,FEMININO,NEGRA,39,ENSINO FUNDAMENTAL COMPLETO,CAMPOS DOS GOYTACAZES,-1
83,VEREADOR,WALBER DA SILVA BARBOSA,#NULO#,PARTIDO POPULAR SOCIALISTA,MASCULINO,BRANCA,40,ENSINO MÉDIO COMPLETO,MENDES,-1
84,VEREADOR,IDOARDO JOSÉ DOS SANTOS,#NULO#,PARTIDO COMUNISTA DO BRASIL,MASCULINO,NEGRA,35,ENSINO FUNDAMENTAL COMPLETO,PORTO REAL,-1
85,VEREADOR,ALEXANDRE JOSÉ ADRIANO,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,MASCULINO,BRANCA,63,SUPERIOR COMPLETO,NOVA IGUAÇU,-1
87,VEREADOR,IVAN PEREIRA DE SOUZA,#NULO#,PARTIDO DA REPÚBLICA,MASCULINO,BRANCA,47,ENSINO MÉDIO COMPLETO,SÃO GONÇALO,-1
88,VEREADOR,ALLINE FERREIRA MACHADO,#NULO#,PARTIDO TRABALHISTA DO BRASIL,FEMININO,BRANCA,33,ENSINO MÉDIO COMPLETO,ITAGUAÍ,0
89,VEREADOR,ALCIONES CORDEIRO BORGES,#NULO#,PARTIDO SOCIAL DEMOCRATA CRISTÃO,MASCULINO,BRANCA,57,ENSINO FUNDAMENTAL INCOMPLETO,CAMPOS DOS GOYTACAZES,-1
90,VEREADOR,PATRICIA DA SILVA FERREIRA,#NULO#,REDE SUSTENTABILIDADE,FEMININO,NEGRA,48,ENSINO MÉDIO COMPLETO,MACAÉ,0
91,VEREADOR,JOÃO BATISTA DA SILVA,#NULO#,PARTIDO TRABALHISTA DO BRASIL,MASCULINO,BRANCA,59,SUPERIOR COMPLETO,PARAÍBA DO SUL,-1
92,VEREADOR,ELOISA LACE LOPES,#NULO#,PARTIDO REPUBLICANO PROGRESSISTA,FEMININO,BRANCA,79,SUPERIOR COMPLETO,RIO DE JANEIRO,-1
93,VEREADOR,ALBERTO DIAS DE OLIVEIRA,#NULO#,SOLIDARIEDADE,MASCULINO,BRANCA,52,ENSINO FUNDAMENTAL COMPLETO,ARARUAMA,0
94,VEREADOR,MARCO ANTONIO FARIAS VALLE,#NULO#,PARTIDO DEMOCRÁTICO TRABALHISTA,MASCULINO,BRANCA,54,SUPERIOR COMPLETO,PIRAÍ,-1
95,VEREADOR,RUBENS GONÇALVES REZENDE,#NULO#,REDE SUSTENTABILIDADE,MASCULINO,BRANCA,47,ENSINO MÉDIO COMPLETO,MARICÁ,-1
96,VEREADOR,MARIA THEREZA ABRÃO,#NULO#,PARTIDO HUMANISTA DA SOLIDARIEDADE,FEMININO,BRANCA,77,SUPERIOR COMPLETO,RESENDE,-1
97,VEREADOR,JULIANO DE SOUZA BRAGA,#NULO#,PARTIDO SOCIAL CRISTÃO,MASCULINO,BRANCA,61,ENSINO FUNDAMENTAL INCOMPLETO,CARMO,0
98,VEREADOR,ALEX CORDEIRO DOS SANTOS,#NULO#,PARTIDO DEMOCRÁTICO TRABALHISTA,MASCULINO,NEGRA,41,ENSINO MÉDIO COMPLETO,BELFORD ROXO,0
99,VEREADOR,CLAUDIANO GOMES DA COSTA,#NULO#,PARTIDO SOCIALISTA BRASILEIRO,MASCULINO,NEGRA,44,ENSINO MÉDIO INCOMPLETO,PARAÍBA DO SUL,-1
100,VEREADOR,ALESSANDRA DA SILVA SOARES,#NULO#,PARTIDO SOCIAL LIBERAL,FEMININO,NEGRA,42,ENSINO MÉDIO INCOMPLETO,MAGÉ,-1
101,VEREADOR,LENIR FORTUNATO RODRIGUES DE SOUZA,#NULO#,PARTIDO POPULAR SOCIALISTA,FEMININO,BRANCA,48,SUPERIOR COMPLETO,NOVA IGUAÇU,-1
102,VEREADOR,EDSON CARLOS QUINTO,#NULO#,PARTIDO DA REPÚBLICA,MASCULINO,NEGRA,50,ENSINO FUNDAMENTAL INCOMPLETO,VOLTA REDONDA,-1
103,VEREADOR,ELIANA VIEIRA BARBOSA COUTO,#NULO#,PARTIDO PROGRESSISTA,FEMININO,NEGRA,65,ENSINO FUNDAMENTAL INCOMPLETO,SÃO JOÃO DE MERITI,-1
104,VEREADOR,JOSE ANTONIO CORREA JARDIM,#NULO#,PARTIDO TRABALHISTA BRASILEIRO,MASCULINO,NEGRA,72,ENSINO FUNDAMENTAL INCOMPLETO,ARARUAMA,0
105,VEREADOR,MAURILIO FERREIRA PIRES JUNIOR,#NULO#,PARTIDO SOCIAL CRISTÃO,MASCULINO,BRANCA,47,ENSINO MÉDIO COMPLETO,CABO FRIO,0
106,VEREADOR,RINALDO DA SILVA ROCHA,#NULO#,PARTIDO REPUBLICANO DA ORDEM SOCIAL,MASCULINO,NEGRA,44,ENSINO MÉDIO COMPLETO,NOVA IGUAÇU,-1
108,VEREADOR,FELIPE MEDEIROS GAMA,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,MASCULINO,BRANCA,34,SUPERIOR INCOMPLETO,VOLTA REDONDA,-1
109,VEREADOR,GERALDO JOSÉ MIGUEL,#NULO#,PARTIDO SOCIALISTA BRASILEIRO,MASCULINO,NEGRA,49,ENSINO FUNDAMENTAL COMPLETO,ANGRA DOS REIS,0
110,VEREADOR,ANA CRISTINA DE ALMEIDA ABREU,#NULO#,PARTIDO TRABALHISTA DO BRASIL,FEMININO,BRANCA,38,ENSINO MÉDIO COMPLETO,PATY DO ALFERES,0
111,VEREADOR,MILTON DE ALMEIDA,#NULO#,PARTIDO POPULAR SOCIALISTA,MASCULINO,NEGRA,49,ENSINO MÉDIO COMPLETO,ITAGUAÍ,0
112,VEREADOR,CLAUDECIR SILVA GOMES,#NULO#,PARTIDO COMUNISTA DO BRASIL,MASCULINO,NEGRA,38,ENSINO MÉDIO COMPLETO,RIO DAS OSTRAS,0
113,VEREADOR,JORGE FRANCISCO,#NULO#,PARTIDO SOCIALISMO E LIBERDADE,MASCULINO,NEGRA,73,ENSINO MÉDIO COMPLETO,TRÊS RIOS,-1
114,VEREADOR,DANILO ALVES DA FONSECA,#NULO#,PARTIDO DEMOCRÁTICO TRABALHISTA,MASCULINO,BRANCA,66,ENSINO MÉDIO COMPLETO,CACHOEIRAS DE MACACU,0
115,VEREADOR,MARCOS VENICIUS DOS SANTOS OLIVEIRA,#NULO#,PARTIDO DA MULHER BRASILEIRA,MASCULINO,BRANCA,48,ENSINO FUNDAMENTAL COMPLETO,SÃO GONÇALO,-1
117,VEREADOR,JOSELITA FERREIRA,#NULO#,SOLIDARIEDADE,FEMININO,NEGRA,59,ENSINO FUNDAMENTAL COMPLETO,BELFORD ROXO,-1
118,VEREADOR,DENNIS DE ALMEIDA LOUREÇO,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,MASCULINO,BRANCA,43,SUPERIOR INCOMPLETO,RIO DE JANEIRO,-1
121,VEREADOR,JUSSARA FLORINDA DOS SANTOS,#NULO#,PARTIDO SOCIAL CRISTÃO,FEMININO,NEGRA,51,SUPERIOR INCOMPLETO,ITABORAÍ,0
122,VEREADOR,PERCILIA PAULA DA CONCEIÇÃO,#NULO#,PARTIDO DA MOBILIZAÇÃO NACIONAL,FEMININO,NEGRA,49,ENSINO FUNDAMENTAL INCOMPLETO,NITERÓI,-1
124,VEREADOR,ALONSIMAR DE OLIVEIRA PESSANHA,#NULO#,PARTIDO TRABALHISTA CRISTÃO,MASCULINO,BRANCA,41,SUPERIOR COMPLETO,CAMPOS DOS GOYTACAZES,-1
125,VEREADOR,MAICON DOS SANTOS PAES,#NULO#,PARTIDO DOS TRABALHADORES,MASCULINO,NEGRA,30,ENSINO FUNDAMENTAL INCOMPLETO,PIRAÍ,-1
126,VEREADOR,FRANCISCO CARLOS DE AZEVEDO,#NULO#,PARTIDO DEMOCRÁTICO TRABALHISTA,MASCULINO,NEGRA,50,ENSINO FUNDAMENTAL INCOMPLETO,PARACAMBI,-1
127,VEREADOR,SEBASTIÃO VICTOR GONÇALVES PEREIRA,#NULO#,PARTIDO POPULAR SOCIALISTA,MASCULINO,BRANCA,34,SUPERIOR INCOMPLETO,SÃO GONÇALO,-1
128,VEREADOR,JOSE ORESTES GONÇALVES DINIZ,#NULO#,PARTIDO SOCIAL DEMOCRATA CRISTÃO,MASCULINO,BRANCA,65,ENSINO FUNDAMENTAL INCOMPLETO,AREAL,0
129,VEREADOR,JANE SANTINI CAMPOS,#NULO#,PARTIDO DA REPÚBLICA,FEMININO,BRANCA,67,ENSINO MÉDIO COMPLETO,VALENÇA,0
130,VEREADOR,EDUARDO GERK DA SILVEIRA,#NULO#,PARTIDO REPUBLICANO DA ORDEM SOCIAL,MASCULINO,BRANCA,43,ENSINO MÉDIO COMPLETO,SÃO GONÇALO,-1
131,VEREADOR,DOUGLAS PEREIRA DA SILVA,#NULO#,PARTIDO SOCIAL CRISTÃO,MASCULINO,NEGRA,27,ENSINO MÉDIO INCOMPLETO,SEROPÉDICA,0
132,VEREADOR,FELIPE MONTEIRO DA SILVEIRA PIRES,#NULO#,PARTIDO COMUNISTA DO BRASIL,MASCULINO,BRANCA,23,SUPERIOR INCOMPLETO,CABO FRIO,0
133,VEREADOR,ANA VALERIA GUERRIERI FREYESLEBEN,#NULO#,PARTIDO ECOLÓGICO NACIONAL,FEMININO,BRANCA,54,SUPERIOR COMPLETO,RIO DE JANEIRO,-1
134,VEREADOR,LAURA DE ALVARENGA SOARES,#NULO#,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,FEMININO,BRANCA,50,SUPERIOR COMPLETO,NILÓPOLIS,0
135,VEREADOR,JEANNE RIBEIRO DOS SANTOS,#NULO#,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,FEMININO,NEGRA,44,ENSINO MÉDIO COMPLETO,ITABORAÍ,-1
136,VEREADOR,NIZIA MARIA ACACIO EMERICK,#NULO#,PARTIDO DA MULHER BRASILEIRA,FEMININO,NEGRA,37,ENSINO FUNDAMENTAL INCOMPLETO,TRAJANO DE MORAES,-1
137,VEREADOR,CARLOS HENRIQUE DE BARROS PEREIRA,#NULO#,PARTIDO TRABALHISTA DO BRASIL,MASCULINO,BRANCA,36,ENSINO MÉDIO COMPLETO,NITERÓI,-1
138,VEREADOR,IVO DE OLIVEIRA,#NULO#,PARTIDO DA REPÚBLICA,MASCULINO,NEGRA,64,ENSINO FUNDAMENTAL COMPLETO,DUQUE DE CAXIAS,-1
139,VEREADOR,VALDEIR MOREIRA DA SILVA,#NULO#,PARTIDO REPUBLICANO PROGRESSISTA,MASCULINO,NEGRA,40,ENSINO FUNDAMENTAL INCOMPLETO,ITAGUAÍ,-1
140,VEREADOR,MONICA APPARECIDA MAIA,#NULO#,PARTIDO VERDE,FEMININO,NEGRA,50,SUPERIOR COMPLETO,NILÓPOLIS,-1
141,VEREADOR,LEANDRO ANDRADE MILLER DA SILVA,#NULO#,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,MASCULINO,BRANCA,33,ENSINO MÉDIO COMPLETO,SANTO ANTÔNIO DE PÁDUA,-1
142,VEREADOR,CRISTIANE DUTRA,#NULO#,PARTIDO TRABALHISTA BRASILEIRO,FEMININO,BRANCA,39,SUPERIOR COMPLETO,MARICÁ,-1
143,VEREADOR,BILL CARLOS MANHAES,#NULO#,PARTIDO COMUNISTA DO BRASIL,MASCULINO,BRANCA,64,ENSINO MÉDIO INCOMPLETO,BOM JESUS DO ITABAPOANA,0
144,VEREADOR,MIRIAN CHAGAS,#NULO#,PARTIDO DA REPÚBLICA,FEMININO,NEGRA,58,ENSINO FUNDAMENTAL INCOMPLETO,SÃO GONÇALO,-1
145,VEREADOR,LUCIANA ORSAIA SINFRONE DE ANDRADE,#NULO#,PARTIDO PROGRESSISTA,FEMININO,BRANCA,43,SUPERIOR INCOMPLETO,MIRACEMA,-1
146,VEREADOR,JOCEMAR DOS SANTOS SIMPLÍCIO,#NULO#,SOLIDARIEDADE,MASCULINO,NEGRA,46,SUPERIOR COMPLETO,MARICÁ,-1
147,VEREADOR,DORACI CECÍLIA CORNÉLIO LOPES,#NULO#,PARTIDO TRABALHISTA NACIONAL,FEMININO,NEGRA,51,ENSINO MÉDIO COMPLETO,DUQUE DE CAXIAS,-1
148,VEREADOR,JOSE CARLOS MARINHO,#NULO#,PARTIDO PÁTRIA LIVRE,MASCULINO,NEGRA,50,ENSINO MÉDIO COMPLETO,MESQUITA,-1
149,VEREADOR,CLAUDIO VINICIUS MONSORES PASSOS MAIA,#NULO#,PARTIDO VERDE,MASCULINO,BRANCA,34,SUPERIOR COMPLETO,MANGARATIBA,-1
150,VEREADOR,MARCELO RUIZ FALHEIRO,#NULO#,PARTIDO DOS TRABALHADORES,MASCULINO,BRANCA,34,SUPERIOR COMPLETO,NITERÓI,-1
151,VEREADOR,IVONEI RODRIGUES NEPOMUCENO,#NULO#,PARTIDO TRABALHISTA CRISTÃO,MASCULINO,NEGRA,29,ENSINO MÉDIO INCOMPLETO,CAMPOS DOS GOYTACAZES,-1
152,VEREADOR,JOSIMARA DE AZEVEDO DE SOUZA,#NULO#,DEMOCRATAS,FEMININO,BRANCA,23,ENSINO FUNDAMENTAL INCOMPLETO,MESQUITA,-1
153,VEREADOR,JEAN RICARDO AZEVEDO CONCEIÇÃO,#NULO#,PARTIDO SOCIALISTA BRASILEIRO,MASCULINO,NEGRA,47,ENSINO FUNDAMENTAL COMPLETO,SÃO SEBASTIÃO DO ALTO,-1
154,VEREADOR,SUZI DOS SANTOS MARTINS,#NULO#,PARTIDO HUMANISTA DA SOLIDARIEDADE,FEMININO,NEGRA,53,ENSINO MÉDIO COMPLETO,DUQUE DE CAXIAS,0
155,VEREADOR,JOSE EDUARDO VALENTIM,#NULO#,PARTIDO TRABALHISTA BRASILEIRO,MASCULINO,BRANCA,66,SUPERIOR COMPLETO,NOVA FRIBURGO,-1
156,VEREADOR,DALVANIR ILARIO DE LIMA,#NULO#,PARTIDO SOCIALISMO E LIBERDADE,FEMININO,BRANCA,61,SUPERIOR COMPLETO,TERESÓPOLIS,-1
157,VEREADOR,VLAMIR FERNANDES DA FONSECA,#NULO#,PARTIDO SOCIALISTA BRASILEIRO,MASCULINO,BRANCA,53,ENSINO FUNDAMENTAL COMPLETO,BELFORD ROXO,-1
158,VEREADOR,MARCOS GONÇALVES DE OLIVEIRA,#NULO#,PARTIDO REPUBLICANO PROGRESSISTA,MASCULINO,BRANCA,44,SUPERIOR COMPLETO,PETRÓPOLIS,-1
159,VEREADOR,JONIMÁSIO FERREIRA HIGINO,#NULO#,SOLIDARIEDADE,MASCULINO,NEGRA,43,ENSINO FUNDAMENTAL INCOMPLETO,SÃO FRANCISCO DE ITABAPOANA,-1
160,VEREADOR,MARGARETH MENDES GAMELLEIRO,#NULO#,DEMOCRATAS,FEMININO,BRANCA,61,ENSINO FUNDAMENTAL COMPLETO,SÃO JOÃO DE MERITI,-1
161,VEREADOR,CLEBIO ANTONIO DA SILVA CASTRO,#NULO#,PARTIDO TRABALHISTA DO BRASIL,MASCULINO,BRANCA,55,ENSINO FUNDAMENTAL INCOMPLETO,ENGENHEIRO PAULO DE FRONTIN,-1
162,VEREADOR,JEFFERSON DA SILVA FERREIRA,#NULO#,PARTIDO TRABALHISTA DO BRASIL,MASCULINO,BRANCA,26,SUPERIOR INCOMPLETO,MARICÁ,-1
163,VEREADOR,HÉLIO DA SILVA FARIAS,#NULO#,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,MASCULINO,BRANCA,51,ENSINO MÉDIO COMPLETO,BARRA DO PIRAÍ,0
164,VEREADOR,MARCELLE CORDEIRO DO COUTO CARDILLO,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,FEMININO,BRANCA,50,SUPERIOR COMPLETO,RIO DAS OSTRAS,0
165,VEREADOR,ALLÂNIA BICEGO XAVIER,#NULO#,PARTIDO REPUBLICANO PROGRESSISTA,FEMININO,BRANCA,42,SUPERIOR COMPLETO,ARMAÇÃO DOS BÚZIOS,-1
166,VEREADOR,FRANCISCO SANTOS DE OLIVEIRA,#NULO#,PARTIDO PROGRESSISTA,MASCULINO,BRANCA,52,SUPERIOR COMPLETO,VALENÇA,0
167,VEREADOR,MÓNICA DE OLIVEIRA PROENÇA MARTINS,#NULO#,PARTIDO ECOLÓGICO NACIONAL,FEMININO,BRANCA,49,ENSINO MÉDIO COMPLETO,RIO DAS OSTRAS,0
168,VEREADOR,ANTONIO GONÇALVES TEIXEIRA,#NULO#,PARTIDO TRABALHISTA NACIONAL,MASCULINO,NEGRA,68,ENSINO FUNDAMENTAL COMPLETO,BOM JESUS DO ITABAPOANA,0
169,VEREADOR,FABIO MACEDO DIAS,#NULO#,PARTIDO DOS TRABALHADORES,MASCULINO,NEGRA,39,SUPERIOR COMPLETO,ANGRA DOS REIS,0
170,VEREADOR,ANA LUCIA FERREIRA DA SILVA,#NULO#,PARTIDO HUMANISTA DA SOLIDARIEDADE,FEMININO,BRANCA,43,ENSINO MÉDIO COMPLETO,ITAGUAÍ,0
171,VEREADOR,LEILA DOS SANTOS SILVA,#NULO#,PARTIDO TRABALHISTA BRASILEIRO,FEMININO,BRANCA,52,ENSINO FUNDAMENTAL COMPLETO,SAQUAREMA,-1
172,VEREADOR,ELIANA CRISTINA DE CARVALHO SILVA,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,FEMININO,NEGRA,50,SUPERIOR COMPLETO,PINHEIRAL,-1
173,VEREADOR,GILBERTO SILVA DE SOUZA,#NULO#,PARTIDO PROGRESSISTA,MASCULINO,NEGRA,47,ENSINO MÉDIO INCOMPLETO,BELFORD ROXO,-1
174,VEREADOR,FABIO DUARTE DE ABREU,#NULO#,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,MASCULINO,BRANCA,46,ENSINO MÉDIO COMPLETO,MAGÉ,-1
175,VEREADOR,ALVARO CORRÊA DOS SANTOS,#NULO#,PARTIDO DOS TRABALHADORES,MASCULINO,BRANCA,38,ENSINO MÉDIO COMPLETO,SÃO PEDRO DA ALDEIA,0
176,VEREADOR,RODOLFO JOSÉ RIBEIRO DA SILVA,#NULO#,SOLIDARIEDADE,MASCULINO,NEGRA,52,ENSINO MÉDIO COMPLETO,CAMPOS DOS GOYTACAZES,-1
177,VEREADOR,BRUNA FIGUEIREDO CEZAR,#NULO#,PARTIDO VERDE,FEMININO,BRANCA,20,SUPERIOR INCOMPLETO,RIO DE JANEIRO,0
